clusters_sub	cell_types
P301_5_63	11	Hepatocytes
P301_5_64	11	Hepatocytes
P301_5_66	11	Hepatocytes
P301_5_67	11	Hepatocytes
P301_5_68	11	Hepatocytes
P301_5_69	17	Hepatocytes
P301_5_70	11	Hepatocytes
P301_5_72	11	Hepatocytes
P301_5_74	11	Hepatocytes
P301_5_75	11	Hepatocytes
P301_5_76	11	Hepatocytes
P301_5_77	11	Hepatocytes
P301_5_78	11	Hepatocytes
P301_5_79	11	Hepatocytes
P301_5_80	11	Hepatocytes
P301_5_81	11	Hepatocytes
P301_5_82	17	Hepatocytes
P301_5_84	11	Hepatocytes
P301_5_85	11	Hepatocytes
P301_5_86	11	Hepatocytes
P301_5_89	11	Hepatocytes
P301_5_90	11	Hepatocytes
P301_5_91	11	Hepatocytes
P301_5_92	11	Hepatocytes
P301_5_94	11	Hepatocytes
P301_5_95	11	Hepatocytes
P301_5_96	11	Hepatocytes
P301_5_181	11	Hepatocytes
P301_6_97	11	Hepatocytes
P301_6_98	11	Hepatocytes
P301_6_99	11	Hepatocytes
P301_6_100	11	Hepatocytes
P301_6_101	11	Hepatocytes
P301_6_102	11	Hepatocytes
P301_6_103	11	Hepatocytes
P301_6_104	11	Hepatocytes
P301_6_105	11	Hepatocytes
P301_6_106	11	Hepatocytes
P301_6_107	11	Hepatocytes
P301_6_108	11	Hepatocytes
P301_6_109	11	Hepatocytes
P301_6_110	11	Hepatocytes
P301_6_111	11	Hepatocytes
P301_6_112	11	Hepatocytes
P301_6_113	11	Hepatocytes
P301_6_115	11	Hepatocytes
P301_6_116	11	Hepatocytes
P301_6_117	11	Hepatocytes
P301_6_118	11	Hepatocytes
P301_6_120	11	Hepatocytes
P301_6_123	11	Hepatocytes
P301_6_124	11	Hepatocytes
P301_6_125	11	Hepatocytes
P301_6_126	11	Hepatocytes
P301_6_127	14	Hepatocytes
P301_6_128	11	Hepatocytes
P301_6_129	11	Hepatocytes
P301_6_130	11	Hepatocytes
P301_6_131	11	Hepatocytes
P301_6_132	11	Hepatocytes
P301_6_133	11	Hepatocytes
P301_6_134	11	Hepatocytes
P301_6_136	11	Hepatocytes
P301_6_137	11	Hepatocytes
P301_6_140	11	Hepatocytes
P301_6_141	11	Hepatocytes
P301_6_142	11	Hepatocytes
P301_6_143	11	Hepatocytes
P301_6_144	11	Hepatocytes
P301_6_145	11	Hepatocytes
P301_6_147	11	Hepatocytes
P301_6_148	11	Hepatocytes
P301_6_149	11	Hepatocytes
P301_6_151	11	Hepatocytes
P301_6_152	11	Hepatocytes
P301_6_153	11	Hepatocytes
P301_6_154	11	Hepatocytes
P301_6_156	11	Hepatocytes
P301_6_159	11	Hepatocytes
P301_6_160	11	Hepatocytes
P301_6_162	14	Hepatocytes
P301_6_165	11	Hepatocytes
P301_6_166	11	Hepatocytes
P301_6_167	11	Hepatocytes
P301_6_168	11	Hepatocytes
P301_6_169	11	Hepatocytes
P301_6_170	11	Hepatocytes
P301_6_171	11	Hepatocytes
P301_6_175	11	Hepatocytes
P301_6_176	11	Hepatocytes
P301_6_177	11	Hepatocytes
P301_6_178	11	Hepatocytes
P301_6_179	11	Hepatocytes
P301_6_180	11	Hepatocytes
P301_6_181	11	Hepatocytes
P301_6_182	11	Hepatocytes
P301_6_183	11	Hepatocytes
P301_6_184	11	Hepatocytes
P301_6_185	11	Hepatocytes
P301_6_187	11	Hepatocytes
P301_6_188	11	Hepatocytes
P301_6_190	11	Hepatocytes
P301_6_192	11	Hepatocytes
P301_7_1	14	Hepatocytes
P301_7_3	14	Hepatocytes
P301_7_4	11	Hepatocytes
P301_7_5	11	Hepatocytes
P301_7_6	11	Hepatocytes
P301_7_7	11	Hepatocytes
P301_7_8	17	Hepatocytes
P301_7_10	14	Hepatocytes
P301_7_11	17	Hepatocytes
P301_7_12	11	Hepatocytes
P301_7_14	11	Hepatocytes
P301_7_16	14	Hepatocytes
P301_7_17	11	Hepatocytes
P301_7_18	11	Hepatocytes
P301_7_19	11	Hepatocytes
P301_7_20	11	Hepatocytes
P301_7_21	11	Hepatocytes
P301_7_22	17	Hepatocytes
P301_7_23	11	Hepatocytes
P301_7_24	11	Hepatocytes
P301_7_26	14	Hepatocytes
P301_7_27	11	Hepatocytes
P301_7_28	11	Hepatocytes
P301_7_29	14	Hepatocytes
P301_7_31	11	Hepatocytes
P301_7_32	11	Hepatocytes
P301_7_33	11	Hepatocytes
P301_7_35	11	Hepatocytes
P301_7_36	11	Hepatocytes
P301_7_37	17	Hepatocytes
P301_7_38	17	Hepatocytes
P301_7_39	11	Hepatocytes
P301_7_40	14	Hepatocytes
P301_7_41	11	Hepatocytes
P301_7_42	11	Hepatocytes
P301_7_43	11	Hepatocytes
P301_7_44	14	Hepatocytes
P301_7_45	11	Hepatocytes
P301_7_46	11	Hepatocytes
P301_7_47	11	Hepatocytes
P301_7_48	17	Hepatocytes
P301_7_49	11	Hepatocytes
P301_7_50	11	Hepatocytes
P301_7_51	11	Hepatocytes
P301_7_52	11	Hepatocytes
P301_7_53	11	Hepatocytes
P301_7_54	11	Hepatocytes
P301_7_55	11	Hepatocytes
P301_7_56	17	Hepatocytes
P301_7_57	17	Hepatocytes
P301_7_58	17	Hepatocytes
P301_7_59	11	Hepatocytes
P301_7_60	11	Hepatocytes
P301_7_61	14	Hepatocytes
P301_7_62	17	Hepatocytes
P301_7_63	11	Hepatocytes
P301_7_65	11	Hepatocytes
P301_7_66	11	Hepatocytes
P301_7_67	11	Hepatocytes
P301_7_68	11	Hepatocytes
P301_7_70	17	Hepatocytes
P301_7_71	14	Hepatocytes
P301_7_72	11	Hepatocytes
P301_7_73	11	Hepatocytes
P301_7_74	11	Hepatocytes
P301_7_75	14	Hepatocytes
P301_7_76	17	Hepatocytes
P301_7_78	11	Hepatocytes
P301_7_79	11	Hepatocytes
P301_7_80	14	Hepatocytes
P301_7_81	11	Hepatocytes
P301_7_82	11	Hepatocytes
P301_7_83	11	Hepatocytes
P301_7_84	14	Hepatocytes
P301_7_85	11	Hepatocytes
P301_7_86	17	Hepatocytes
P301_7_87	11	Hepatocytes
P301_7_88	11	Hepatocytes
P301_7_89	11	Hepatocytes
P301_7_90	14	Hepatocytes
P301_7_91	14	Hepatocytes
P301_7_92	11	Hepatocytes
P301_7_93	11	Hepatocytes
P301_7_94	14	Hepatocytes
P301_7_95	11	Hepatocytes
P301_7_96	14	Hepatocytes
P301_8_97	11	Hepatocytes
P301_8_98	11	Hepatocytes
P301_8_101	11	Hepatocytes
P301_8_102	14	Hepatocytes
P301_8_104	11	Hepatocytes
P301_8_105	11	Hepatocytes
P301_8_106	11	Hepatocytes
P301_8_107	11	Hepatocytes
P301_8_108	11	Hepatocytes
P301_8_110	11	Hepatocytes
P301_8_111	11	Hepatocytes
P301_8_112	11	Hepatocytes
P301_8_113	11	Hepatocytes
P301_8_114	11	Hepatocytes
P301_8_116	11	Hepatocytes
P301_8_117	11	Hepatocytes
P301_8_118	11	Hepatocytes
P301_8_119	11	Hepatocytes
P301_8_120	17	Hepatocytes
P301_8_121	14	Hepatocytes
P301_8_122	11	Hepatocytes
P301_8_124	11	Hepatocytes
P301_8_125	17	Hepatocytes
P301_8_126	11	Hepatocytes
P301_8_127	14	Hepatocytes
P301_8_128	17	Hepatocytes
P301_8_129	11	Hepatocytes
P301_8_130	14	Hepatocytes
P301_8_131	14	Hepatocytes
P301_8_132	11	Hepatocytes
P301_8_133	11	Hepatocytes
P301_8_134	11	Hepatocytes
P301_8_135	11	Hepatocytes
P301_8_136	11	Hepatocytes
P301_8_137	11	Hepatocytes
P301_8_138	17	Hepatocytes
P301_8_139	11	Hepatocytes
P301_8_140	11	Hepatocytes
P301_8_141	11	Hepatocytes
P301_8_143	11	Hepatocytes
P301_8_144	11	Hepatocytes
P301_8_145	11	Hepatocytes
P301_8_147	11	Hepatocytes
P301_8_148	11	Hepatocytes
P301_8_150	11	Hepatocytes
P301_8_152	11	Hepatocytes
P301_8_153	11	Hepatocytes
P301_8_154	14	Hepatocytes
P301_8_155	14	Hepatocytes
P301_8_156	11	Hepatocytes
P301_8_157	17	Hepatocytes
P301_8_158	11	Hepatocytes
P301_8_159	14	Hepatocytes
P301_8_160	11	Hepatocytes
P301_8_161	11	Hepatocytes
P301_8_162	11	Hepatocytes
P301_8_164	17	Hepatocytes
P301_8_166	11	Hepatocytes
P301_8_168	11	Hepatocytes
P301_8_169	11	Hepatocytes
P301_8_170	11	Hepatocytes
P301_8_171	11	Hepatocytes
P301_8_172	11	Hepatocytes
P301_8_173	11	Hepatocytes
P301_8_174	11	Hepatocytes
P301_8_175	11	Hepatocytes
P301_8_176	11	Hepatocytes
P301_8_177	11	Hepatocytes
P301_8_178	11	Hepatocytes
P301_8_179	11	Hepatocytes
P301_8_180	11	Hepatocytes
P301_8_181	11	Hepatocytes
P301_8_183	11	Hepatocytes
P301_8_185	11	Hepatocytes
P301_8_186	11	Hepatocytes
P301_8_187	11	Hepatocytes
P301_8_188	14	Hepatocytes
P301_8_190	11	Hepatocytes
P301_8_191	11	Hepatocytes
P301_8_192	11	Hepatocytes
P301_9_1	14	Hepatocytes
P301_9_2	11	Hepatocytes
P301_9_3	11	Hepatocytes
P301_9_4	11	Hepatocytes
P301_9_5	14	Hepatocytes
P301_9_6	17	Hepatocytes
P301_9_7	14	Hepatocytes
P301_9_8	11	Hepatocytes
P301_9_9	14	Hepatocytes
P301_9_10	11	Hepatocytes
P301_9_11	11	Hepatocytes
P301_9_12	17	Hepatocytes
P301_9_13	17	Hepatocytes
P301_9_14	14	Hepatocytes
P301_9_15	11	Hepatocytes
P301_9_16	11	Hepatocytes
P301_9_17	14	Hepatocytes
P301_9_18	17	Hepatocytes
P301_9_19	14	Hepatocytes
P301_9_20	11	Hepatocytes
P301_9_21	11	Hepatocytes
P301_9_22	11	Hepatocytes
P301_9_23	14	Hepatocytes
P301_9_26	14	Hepatocytes
P301_9_27	11	Hepatocytes
P301_9_28	11	Hepatocytes
P301_9_29	14	Hepatocytes
P301_9_30	11	Hepatocytes
P301_9_32	17	Hepatocytes
P301_9_33	14	Hepatocytes
P301_9_34	11	Hepatocytes
P301_9_35	17	Hepatocytes
P301_9_36	14	Hepatocytes
P301_9_37	11	Hepatocytes
P301_9_38	17	Hepatocytes
P301_9_39	14	Hepatocytes
P301_9_40	11	Hepatocytes
P301_9_41	11	Hepatocytes
P301_9_43	17	Hepatocytes
P301_9_44	17	Hepatocytes
P301_9_45	17	Hepatocytes
P301_9_46	11	Hepatocytes
P301_9_47	11	Hepatocytes
P301_9_49	14	Hepatocytes
P301_9_50	11	Hepatocytes
P301_9_51	17	Hepatocytes
P301_9_52	17	Hepatocytes
P301_9_53	11	Hepatocytes
P301_9_55	11	Hepatocytes
P301_9_56	14	Hepatocytes
P301_9_58	17	Hepatocytes
P301_9_59	11	Hepatocytes
P301_9_60	17	Hepatocytes
P301_9_61	11	Hepatocytes
P301_9_62	17	Hepatocytes
P301_9_64	14	Hepatocytes
P301_9_66	17	Hepatocytes
P301_9_68	11	Hepatocytes
P301_9_69	17	Hepatocytes
P301_9_70	11	Hepatocytes
P301_9_71	17	Hepatocytes
P301_9_72	11	Hepatocytes
P301_9_73	14	Hepatocytes
P301_9_74	14	Hepatocytes
P301_9_75	11	Hepatocytes
P301_9_76	11	Hepatocytes
P301_9_77	14	Hepatocytes
P301_9_78	14	Hepatocytes
P301_9_79	14	Hepatocytes
P301_9_80	11	Hepatocytes
P301_9_81	11	Hepatocytes
P301_9_82	17	Hepatocytes
P301_9_83	14	Hepatocytes
P301_9_84	11	Hepatocytes
P301_9_86	11	Hepatocytes
P301_9_87	11	Hepatocytes
P301_9_88	17	Hepatocytes
P301_9_89	14	Hepatocytes
P301_9_90	14	Hepatocytes
P301_9_91	17	Hepatocytes
P301_9_92	14	Hepatocytes
P301_9_93	14	Hepatocytes
P301_9_94	14	Hepatocytes
P301_9_95	11	Hepatocytes
P301_9_96	11	Hepatocytes
P304_1_2	11	Hepatocytes
P304_1_4	11	Hepatocytes
P304_1_5	11	Hepatocytes
P304_1_7	11	Hepatocytes
P304_1_8	14	Hepatocytes
P304_1_9	11	Hepatocytes
P304_1_12	17	Hepatocytes
P304_1_13	11	Hepatocytes
P304_1_14	11	Hepatocytes
P304_1_15	11	Hepatocytes
P304_1_16	17	Hepatocytes
P304_1_17	11	Hepatocytes
P304_1_19	11	Hepatocytes
P304_1_20	11	Hepatocytes
P304_1_22	11	Hepatocytes
P304_1_27	11	Hepatocytes
P304_1_28	11	Hepatocytes
P304_1_33	11	Hepatocytes
P304_1_34	11	Hepatocytes
P304_1_36	17	Hepatocytes
P304_1_37	17	Hepatocytes
P304_1_38	11	Hepatocytes
P304_1_41	11	Hepatocytes
P304_1_42	11	Hepatocytes
P304_1_43	2	Kupffer cell
P304_1_45	11	Hepatocytes
P304_1_47	11	Hepatocytes
P304_1_48	11	Hepatocytes
P304_1_51	11	Hepatocytes
P304_1_52	11	Hepatocytes
P304_1_54	11	Hepatocytes
P304_1_56	11	Hepatocytes
P304_1_57	11	Hepatocytes
P304_1_58	11	Hepatocytes
P304_1_60	11	Hepatocytes
P304_1_64	11	Hepatocytes
P304_1_66	11	Hepatocytes
P304_1_67	11	Hepatocytes
P304_1_68	11	Hepatocytes
P304_1_69	11	Hepatocytes
P304_1_71	11	Hepatocytes
P304_1_73	11	Hepatocytes
P304_1_74	14	Hepatocytes
P304_1_75	11	Hepatocytes
P304_1_76	14	Hepatocytes
P304_1_77	11	Hepatocytes
P304_1_79	11	Hepatocytes
P304_1_80	11	Hepatocytes
P304_1_83	11	Hepatocytes
P304_1_86	11	Hepatocytes
P304_1_87	17	Hepatocytes
P304_1_88	11	Hepatocytes
P304_1_90	11	Hepatocytes
P304_1_92	17	Hepatocytes
P304_10_14	14	Hepatocytes
P304_10_19	14	Hepatocytes
P304_10_25	14	Hepatocytes
P304_10_31	17	Hepatocytes
P304_10_36	14	Hepatocytes
P304_10_45	14	Hepatocytes
P304_10_48	14	Hepatocytes
P304_10_52	14	Hepatocytes
P304_10_60	14	Hepatocytes
P304_10_62	14	Hepatocytes
P304_10_67	14	Hepatocytes
P304_10_75	11	Hepatocytes
P304_10_91	14	Hepatocytes
P304_11_100	14	Hepatocytes
P304_11_108	11	Hepatocytes
P304_11_110	14	Hepatocytes
P304_11_111	14	Hepatocytes
P304_11_112	14	Hepatocytes
P304_11_113	11	Hepatocytes
P304_11_116	11	Hepatocytes
P304_11_118	11	Hepatocytes
P304_11_120	11	Hepatocytes
P304_11_126	11	Hepatocytes
P304_11_128	14	Hepatocytes
P304_11_134	11	Hepatocytes
P304_11_139	11	Hepatocytes
P304_11_140	14	Hepatocytes
P304_11_141	14	Hepatocytes
P304_11_142	11	Hepatocytes
P304_11_145	11	Hepatocytes
P304_11_151	11	Hepatocytes
P304_11_157	14	Hepatocytes
P304_11_159	14	Hepatocytes
P304_11_164	11	Hepatocytes
P304_11_166	14	Hepatocytes
P304_11_168	11	Hepatocytes
P304_11_184	11	Hepatocytes
P304_11_188	11	Hepatocytes
P304_11_192	11	Hepatocytes
P304_12_99	6	Kupffer cell
P304_12_101	31	Kupffer cell
P304_12_107	20	LSEC
P304_12_109	25	Kupffer cell
P304_12_111	2	Kupffer cell
P304_12_117	23	Kupffer cell
P304_12_122	2	Kupffer cell
P304_12_126	2	Kupffer cell
P304_12_128	2	Kupffer cell
P304_12_130	2	Kupffer cell
P304_12_131	2	Kupffer cell
P304_12_132	6	Kupffer cell
P304_12_136	23	Kupffer cell
P304_12_137	2	Kupffer cell
P304_12_142	2	Kupffer cell
P304_12_146	9	LSEC
P304_12_157	23	Kupffer cell
P304_12_160	2	Kupffer cell
P304_12_161	9	LSEC
P304_12_162	6	Kupffer cell
P304_12_165	23	Kupffer cell
P304_12_166	2	Kupffer cell
P304_12_170	23	Kupffer cell
P304_12_171	6	Kupffer cell
P304_12_174	2	Kupffer cell
P304_12_179	2	Kupffer cell
P304_12_181	2	Kupffer cell
P304_12_182	6	Kupffer cell
P304_12_183	2	Kupffer cell
P304_12_187	6	Kupffer cell
P304_12_189	2	Kupffer cell
P304_12_192	2	Kupffer cell
P304_13_5	2	Kupffer cell
P304_13_13	20	LSEC
P304_13_15	25	Kupffer cell
P304_13_19	9	LSEC
P304_13_23	20	LSEC
P304_13_24	20	LSEC
P304_13_27	6	Kupffer cell
P304_13_32	6	Kupffer cell
P304_13_37	6	Kupffer cell
P304_13_40	2	Kupffer cell
P304_13_42	6	Kupffer cell
P304_13_43	6	Kupffer cell
P304_13_44	2	Kupffer cell
P304_13_48	6	Kupffer cell
P304_13_49	25	Kupffer cell
P304_13_50	2	Kupffer cell
P304_13_51	6	Kupffer cell
P304_13_52	20	LSEC
P304_13_54	2	Kupffer cell
P304_13_56	2	Kupffer cell
P304_13_57	9	LSEC
P304_13_59	25	Kupffer cell
P304_13_60	20	LSEC
P304_13_61	2	Kupffer cell
P304_13_62	6	Kupffer cell
P304_13_63	2	Kupffer cell
P304_13_67	2	Kupffer cell
P304_13_68	9	LSEC
P304_13_71	2	Kupffer cell
P304_13_76	25	Kupffer cell
P304_13_79	23	Kupffer cell
P304_13_80	2	Kupffer cell
P304_13_85	2	Kupffer cell
P304_13_93	2	Kupffer cell
P304_13_94	2	Kupffer cell
P304_13_95	2	Kupffer cell
P304_14_98	2	Kupffer cell
P304_14_100	9	LSEC
P304_14_104	2	Kupffer cell
P304_14_109	23	Kupffer cell
P304_14_111	6	Kupffer cell
P304_14_113	2	Kupffer cell
P304_14_114	24	EPCAM+
P304_14_116	2	Kupffer cell
P304_14_117	2	Kupffer cell
P304_14_118	2	Kupffer cell
P304_14_120	31	Kupffer cell
P304_14_123	2	Kupffer cell
P304_14_125	6	Kupffer cell
P304_14_126	9	LSEC
P304_14_128	2	Kupffer cell
P304_14_131	2	Kupffer cell
P304_14_133	23	Kupffer cell
P304_14_135	2	Kupffer cell
P304_14_139	2	Kupffer cell
P304_14_142	2	Kupffer cell
P304_14_144	2	Kupffer cell
P304_14_149	2	Kupffer cell
P304_14_150	2	Kupffer cell
P304_14_152	23	Kupffer cell
P304_14_155	6	Kupffer cell
P304_14_158	9	LSEC
P304_14_159	6	Kupffer cell
P304_14_162	23	Kupffer cell
P304_14_163	23	Kupffer cell
P304_14_164	2	Kupffer cell
P304_14_165	6	Kupffer cell
P304_14_166	6	Kupffer cell
P304_14_168	2	Kupffer cell
P304_14_171	2	Kupffer cell
P304_14_177	2	Kupffer cell
P304_14_181	2	Kupffer cell
P304_14_182	2	Kupffer cell
P304_14_189	20	LSEC
P304_14_191	25	Kupffer cell
P304_16_2	23	Kupffer cell
P304_16_7	2	Kupffer cell
P304_16_16	2	Kupffer cell
P304_16_18	23	Kupffer cell
P304_16_22	2	Kupffer cell
P304_16_23	2	Kupffer cell
P304_16_24	20	LSEC
P304_16_25	25	Kupffer cell
P304_16_38	23	Kupffer cell
P304_16_39	6	Kupffer cell
P304_16_42	6	Kupffer cell
P304_16_45	2	Kupffer cell
P304_16_57	6	Kupffer cell
P304_16_58	2	Kupffer cell
P304_16_65	6	Kupffer cell
P304_16_66	23	Kupffer cell
P304_16_76	2	Kupffer cell
P304_16_82	6	Kupffer cell
P304_16_83	2	Kupffer cell
P304_16_85	2	Kupffer cell
P304_16_89	6	Kupffer cell
P304_16_95	2	Kupffer cell
P304_17_2	14	Hepatocytes
P304_17_4	17	Hepatocytes
P304_17_5	11	Hepatocytes
P304_17_6	14	Hepatocytes
P304_17_7	11	Hepatocytes
P304_17_9	14	Hepatocytes
P304_17_10	17	Hepatocytes
P304_17_11	11	Hepatocytes
P304_17_12	11	Hepatocytes
P304_17_14	17	Hepatocytes
P304_17_15	11	Hepatocytes
P304_17_16	17	Hepatocytes
P304_17_17	11	Hepatocytes
P304_17_18	11	Hepatocytes
P304_17_19	17	Hepatocytes
P304_17_20	11	Hepatocytes
P304_17_21	11	Hepatocytes
P304_17_22	11	Hepatocytes
P304_17_24	11	Hepatocytes
P304_17_25	17	Hepatocytes
P304_17_26	17	Hepatocytes
P304_17_29	11	Hepatocytes
P304_17_30	14	Hepatocytes
P304_17_31	11	Hepatocytes
P304_17_33	11	Hepatocytes
P304_17_34	11	Hepatocytes
P304_17_35	11	Hepatocytes
P304_17_36	14	Hepatocytes
P304_17_37	11	Hepatocytes
P304_17_38	11	Hepatocytes
P304_17_39	11	Hepatocytes
P304_17_40	11	Hepatocytes
P304_17_41	11	Hepatocytes
P304_17_43	11	Hepatocytes
P304_17_44	17	Hepatocytes
P304_17_45	17	Hepatocytes
P304_17_46	14	Hepatocytes
P304_17_47	14	Hepatocytes
P304_17_48	11	Hepatocytes
P304_17_49	11	Hepatocytes
P304_17_50	14	Hepatocytes
P304_17_51	2	Kupffer cell
P304_17_53	17	Hepatocytes
P304_17_55	11	Hepatocytes
P304_17_57	14	Hepatocytes
P304_17_59	11	Hepatocytes
P304_17_60	11	Hepatocytes
P304_17_61	11	Hepatocytes
P304_17_63	11	Hepatocytes
P304_17_64	11	Hepatocytes
P304_17_65	17	Hepatocytes
P304_17_67	11	Hepatocytes
P304_17_68	11	Hepatocytes
P304_17_69	17	Hepatocytes
P304_17_70	11	Hepatocytes
P304_17_71	14	Hepatocytes
P304_17_72	11	Hepatocytes
P304_17_74	14	Hepatocytes
P304_17_75	11	Hepatocytes
P304_17_76	11	Hepatocytes
P304_17_77	11	Hepatocytes
P304_17_78	11	Hepatocytes
P304_17_79	11	Hepatocytes
P304_17_82	11	Hepatocytes
P304_17_83	11	Hepatocytes
P304_17_84	14	Hepatocytes
P304_17_86	17	Hepatocytes
P304_17_87	17	Hepatocytes
P304_17_88	11	Hepatocytes
P304_17_89	17	Hepatocytes
P304_17_90	11	Hepatocytes
P304_17_91	11	Hepatocytes
P304_17_92	11	Hepatocytes
P304_17_93	17	Hepatocytes
P304_17_96	14	Hepatocytes
P304_18_97	14	Hepatocytes
P304_18_98	11	Hepatocytes
P304_18_99	11	Hepatocytes
P304_18_100	11	Hepatocytes
P304_18_101	11	Hepatocytes
P304_18_102	11	Hepatocytes
P304_18_103	11	Hepatocytes
P304_18_105	14	Hepatocytes
P304_18_107	11	Hepatocytes
P304_18_108	14	Hepatocytes
P304_18_110	11	Hepatocytes
P304_18_111	11	Hepatocytes
P304_18_112	14	Hepatocytes
P304_18_113	14	Hepatocytes
P304_18_114	11	Hepatocytes
P304_18_116	14	Hepatocytes
P304_18_117	11	Hepatocytes
P304_18_118	17	Hepatocytes
P304_18_119	14	Hepatocytes
P304_18_120	14	Hepatocytes
P304_18_121	11	Hepatocytes
P304_18_122	11	Hepatocytes
P304_18_123	11	Hepatocytes
P304_18_125	11	Hepatocytes
P304_18_127	11	Hepatocytes
P304_18_128	17	Hepatocytes
P304_18_129	11	Hepatocytes
P304_18_130	11	Hepatocytes
P304_18_131	11	Hepatocytes
P304_18_134	11	Hepatocytes
P304_18_136	11	Hepatocytes
P304_18_138	11	Hepatocytes
P304_18_139	11	Hepatocytes
P304_18_140	11	Hepatocytes
P304_18_141	9	LSEC
P304_18_143	11	Hepatocytes
P304_18_144	9	LSEC
P304_18_145	14	Hepatocytes
P304_18_146	2	Kupffer cell
P304_18_148	11	Hepatocytes
P304_18_149	11	Hepatocytes
P304_18_150	14	Hepatocytes
P304_18_151	11	Hepatocytes
P304_18_153	14	Hepatocytes
P304_18_154	14	Hepatocytes
P304_18_155	11	Hepatocytes
P304_18_156	11	Hepatocytes
P304_18_157	11	Hepatocytes
P304_18_158	14	Hepatocytes
P304_18_160	11	Hepatocytes
P304_18_161	17	Hepatocytes
P304_18_162	11	Hepatocytes
P304_18_164	11	Hepatocytes
P304_18_165	11	Hepatocytes
P304_18_166	11	Hepatocytes
P304_18_168	14	Hepatocytes
P304_18_170	2	Kupffer cell
P304_18_172	14	Hepatocytes
P304_18_173	11	Hepatocytes
P304_18_174	14	Hepatocytes
P304_18_175	11	Hepatocytes
P304_18_176	14	Hepatocytes
P304_18_179	11	Hepatocytes
P304_18_180	11	Hepatocytes
P304_18_181	11	Hepatocytes
P304_18_182	11	Hepatocytes
P304_18_183	11	Hepatocytes
P304_18_184	13	LSEC
P304_18_185	11	Hepatocytes
P304_18_186	17	Hepatocytes
P304_18_187	11	Hepatocytes
P304_18_188	11	Hepatocytes
P304_18_190	25	Kupffer cell
P304_18_191	2	Kupffer cell
P304_18_192	11	Hepatocytes
P304_2_97	11	Hepatocytes
P304_2_98	20	LSEC
P304_2_101	2	Kupffer cell
P304_2_102	11	Hepatocytes
P304_2_103	17	Hepatocytes
P304_2_105	11	Hepatocytes
P304_2_107	11	Hepatocytes
P304_2_108	11	Hepatocytes
P304_2_109	11	Hepatocytes
P304_2_110	17	Hepatocytes
P304_2_111	17	Hepatocytes
P304_2_112	11	Hepatocytes
P304_2_117	11	Hepatocytes
P304_2_118	11	Hepatocytes
P304_2_121	11	Hepatocytes
P304_2_127	14	Hepatocytes
P304_2_128	11	Hepatocytes
P304_2_129	11	Hepatocytes
P304_2_130	11	Hepatocytes
P304_2_131	11	Hepatocytes
P304_2_136	11	Hepatocytes
P304_2_141	11	Hepatocytes
P304_2_144	11	Hepatocytes
P304_2_145	11	Hepatocytes
P304_2_147	11	Hepatocytes
P304_2_148	11	Hepatocytes
P304_2_149	11	Hepatocytes
P304_2_150	11	Hepatocytes
P304_2_152	6	Kupffer cell
P304_2_153	11	Hepatocytes
P304_2_156	17	Hepatocytes
P304_2_157	11	Hepatocytes
P304_2_158	11	Hepatocytes
P304_2_162	11	Hepatocytes
P304_2_163	11	Hepatocytes
P304_2_164	6	Kupffer cell
P304_2_165	11	Hepatocytes
P304_2_171	11	Hepatocytes
P304_2_176	11	Hepatocytes
P304_2_177	11	Hepatocytes
P304_2_178	11	Hepatocytes
P304_2_179	11	Hepatocytes
P304_2_180	11	Hepatocytes
P304_2_181	11	Hepatocytes
P304_2_185	11	Hepatocytes
P304_2_186	2	Kupffer cell
P304_2_187	11	Hepatocytes
P304_2_188	17	Hepatocytes
P304_2_189	11	Hepatocytes
P304_2_190	17	Hepatocytes
P304_2_192	11	Hepatocytes
P304_3_1	11	Hepatocytes
P304_3_2	17	Hepatocytes
P304_3_4	11	Hepatocytes
P304_3_7	17	Hepatocytes
P304_3_9	11	Hepatocytes
P304_3_10	11	Hepatocytes
P304_3_13	11	Hepatocytes
P304_3_14	11	Hepatocytes
P304_3_15	11	Hepatocytes
P304_3_19	11	Hepatocytes
P304_3_23	11	Hepatocytes
P304_3_25	11	Hepatocytes
P304_3_26	11	Hepatocytes
P304_3_28	17	Hepatocytes
P304_3_29	11	Hepatocytes
P304_3_30	2	Kupffer cell
P304_3_31	17	Hepatocytes
P304_3_33	11	Hepatocytes
P304_3_34	11	Hepatocytes
P304_3_35	11	Hepatocytes
P304_3_36	11	Hepatocytes
P304_3_37	11	Hepatocytes
P304_3_41	11	Hepatocytes
P304_3_43	11	Hepatocytes
P304_3_44	20	LSEC
P304_3_45	11	Hepatocytes
P304_3_48	11	Hepatocytes
P304_3_49	17	Hepatocytes
P304_3_50	17	Hepatocytes
P304_3_51	11	Hepatocytes
P304_3_54	20	LSEC
P304_3_56	2	Kupffer cell
P304_3_57	11	Hepatocytes
P304_3_58	11	Hepatocytes
P304_3_59	11	Hepatocytes
P304_3_61	11	Hepatocytes
P304_3_65	11	Hepatocytes
P304_3_67	11	Hepatocytes
P304_3_68	11	Hepatocytes
P304_3_69	11	Hepatocytes
P304_3_70	11	Hepatocytes
P304_3_71	11	Hepatocytes
P304_3_73	11	Hepatocytes
P304_3_74	11	Hepatocytes
P304_3_80	11	Hepatocytes
P304_3_84	11	Hepatocytes
P304_3_85	11	Hepatocytes
P304_3_88	17	Hepatocytes
P304_3_89	11	Hepatocytes
